Oorder_id,customer_name,email,product,category,order_date,payment_method,total_amount,status,estimated_delivery,refund_status,shipping_city
ORD1184,Karan Patel,karan184@gmail.com,Laptop Backpack,Accessories,2026-02-04,UPI,10734,Processing,2026-02-06,None,Bangalore
ORD1185,Simran Kaur,simran185@gmail.com,Wireless Earbuds,Electronics,2026-01-15,UPI,6144,Shipped,2026-01-24,Pending Refund,Delhi
ORD1186,Sneha Kapoor,sneha186@gmail.com,Wireless Earbuds,Electronics,2026-02-02,Net Banking,9199,Cancelled,N/A,None,Mumbai
ORD1187,Simran Kaur,simran187@gmail.com,Mobile Phone,Electronics,2026-01-09,Credit Card,7302,Shipped,2026-01-19,Completed,Delhi
ORD1188,Sneha Kapoor,sneha188@gmail.com,Bluetooth Speaker,Electronics,2026-01-03,Credit Card,12944,Shipped,2026-01-10,None,Hyderabad
ORD1189,Arjun Mehta,arjun189@gmail.com,Gaming Mouse,Electronics,2026-02-01,Net Banking,11199,Delivered,2026-02-03,Pending Refund,Chandigarh
ORD1190,Simran Kaur,simran190@gmail.com,Running Shoes,Fashion,2026-02-07,UPI,9457,Processing,2026-02-14,Not Requested,Delhi
ORD1191,Karan Patel,karan191@gmail.com,Gaming Mouse,Electronics,2026-01-18,Net Banking,2802,Cancelled,N/A,Completed,Delhi
ORD1192,Simran Kaur,simran192@gmail.com,Smart Watch,Electronics,2026-01-09,Net Banking,2311,Processing,2026-01-11,Completed,Delhi
ORD1193,Rahul Sharma,rahul193@gmail.com,Running Shoes,Fashion,2026-01-29,Net Banking,2357,Processing,2026-01-31,Not Requested,Chandigarh
ORD1194,Simran Kaur,simran194@gmail.com,Laptop Backpack,Accessories,2026-01-11,UPI,14119,Delivered,2026-01-16,Not Applicable,Hyderabad
ORD1195,Arjun Mehta,arjun195@gmail.com,Wireless Earbuds,Electronics,2026-01-20,Credit Card,7935,Delivered,2026-01-28,None,Jaipur
ORD1196,Simran Kaur,simran196@gmail.com,Gaming Mouse,Electronics,2026-02-09,Debit Card,8630,Processing,2026-02-12,Not Applicable,Kolkata
ORD1197,Arjun Mehta,arjun197@gmail.com,Smart Watch,Electronics,2026-02-10,Credit Card,4133,Delivered,2026-02-18,None,Bangalore
ORD1198,Rahul Sharma,rahul198@gmail.com,Kurti Set,Fashion,2026-02-08,UPI,8162,Refund Initiated,N/A,Completed,Pune
ORD1199,Sneha Kapoor,sneha199@gmail.com,Smart Watch,Electronics,2026-02-12,Credit Card,5742,Delivered,2026-02-19,Completed,Chandigarh
ORD1200,Rahul Sharma,rahul200@gmail.com,Mobile Phone,Electronics,2026-01-06,UPI,6406,Shipped,2026-01-12,Completed,Bangalore
ORD1201,Sneha Kapoor,sneha201@gmail.com,Running Shoes,Fashion,2026-01-31,COD,9380,Processing,2026-02-02,None,Hyderabad
ORD1202,Arjun Mehta,arjun202@gmail.com,Gaming Mouse,Electronics,2026-01-17,UPI,900,Shipped,2026-01-24,Not Requested,Hyderabad
ORD1203,Arjun Mehta,arjun203@gmail.com,Laptop Backpack,Accessories,2026-01-11,Credit Card,13389,Cancelled,N/A,Not Requested,Bangalore
ORD1204,Simran Kaur,simran204@gmail.com,Mobile Phone,Electronics,2026-01-09,COD,15638,Processing,2026-01-18,Completed,Hyderabad
ORD1205,Rahul Sharma,rahul205@gmail.com,Wireless Earbuds,Electronics,2026-01-04,Net Banking,4207,Delivered,2026-01-10,Not Applicable,Mumbai
ORD1206,Simran Kaur,simran206@gmail.com,Mobile Phone,Electronics,2026-01-13,Credit Card,15825,Refund Initiated,N/A,Not Applicable,Delhi
ORD1207,Priya Verma,priya207@gmail.com,Running Shoes,Fashion,2026-01-09,UPI,7109,Processing,2026-01-15,Not Requested,Kolkata
ORD1208,Simran Kaur,simran208@gmail.com,Running Shoes,Fashion,2026-01-15,Net Banking,15139,Shipped,2026-01-19,Completed,Bangalore
ORD1209,Amit Singh,amit209@gmail.com,Gaming Mouse,Electronics,2026-02-13,COD,4983,Shipped,2026-02-15,Not Requested,Pune
ORD1210,Amit Singh,amit210@gmail.com,Running Shoes,Fashion,2026-01-01,COD,16808,Processing,2026-01-08,None,Chandigarh
ORD1211,Sneha Kapoor,sneha211@gmail.com,Kurti Set,Fashion,2026-02-08,Net Banking,17734,Cancelled,N/A,Pending Refund,Pune
ORD1212,Arjun Mehta,arjun212@gmail.com,Kurti Set,Fashion,2026-02-14,UPI,880,Shipped,2026-02-22,None,Bangalore
ORD1213,Sneha Kapoor,sneha213@gmail.com,Mobile Phone,Electronics,2026-01-01,Credit Card,7021,Shipped,2026-01-03,Not Requested,Bangalore
ORD1214,Arjun Mehta,arjun214@gmail.com,Kurti Set,Fashion,2026-01-08,COD,4776,Processing,2026-01-15,Pending Refund,Delhi
ORD1215,Amit Singh,amit215@gmail.com,Running Shoes,Fashion,2026-01-26,Net Banking,1552,Delivered,2026-02-01,Pending Refund,Hyderabad
ORD1216,Neha Gupta,neha216@gmail.com,Running Shoes,Fashion,2026-01-20,Credit Card,9092,Shipped,2026-01-25,Not Applicable,Jaipur
ORD1217,Rahul Sharma,rahul217@gmail.com,Running Shoes,Fashion,2026-01-13,Credit Card,18174,Refund Initiated,N/A,Completed,Jaipur
ORD1218,Arjun Mehta,arjun218@gmail.com,Kurti Set,Fashion,2026-01-26,Credit Card,12828,Delivered,2026-02-04,None,Delhi
ORD1219,Priya Verma,priya219@gmail.com,Laptop Backpack,Accessories,2026-01-20,Net Banking,694,Processing,2026-01-27,Pending Refund,Bangalore
ORD1220,Neha Gupta,neha220@gmail.com,Smart Watch,Electronics,2026-01-20,Debit Card,8748,Shipped,2026-01-25,None,Mumbai
ORD1221,Rahul Sharma,rahul221@gmail.com,Mobile Phone,Electronics,2026-01-07,Debit Card,5092,Processing,2026-01-17,Pending Refund,Jaipur
ORD1222,Rahul Sharma,rahul222@gmail.com,Kurti Set,Fashion,2026-02-07,COD,12482,Delivered,2026-02-13,Not Applicable,Chandigarh
ORD1223,Neha Gupta,neha223@gmail.com,Bluetooth Speaker,Electronics,2026-01-22,Net Banking,6569,Cancelled,N/A,None,Hyderabad
ORD1224,Karan Patel,karan224@gmail.com,Wireless Earbuds,Electronics,2026-01-04,UPI,14692,Refund Initiated,N/A,Not Applicable,Jaipur
ORD1225,Arjun Mehta,arjun225@gmail.com,Wireless Earbuds,Electronics,2026-01-14,UPI,2287,Processing,2026-01-19,None,Delhi
ORD1226,Sneha Kapoor,sneha226@gmail.com,Wireless Earbuds,Electronics,2026-01-25,COD,1938,Shipped,2026-02-04,Completed,Bangalore
ORD1227,Rahul Sharma,rahul227@gmail.com,Smart Watch,Electronics,2026-01-03,Credit Card,9703,Cancelled,N/A,Completed,Jaipur
ORD1228,Amit Singh,amit228@gmail.com,Mobile Phone,Electronics,2026-02-07,Debit Card,19403,Delivered,2026-02-17,Completed,Chandigarh
ORD1229,Simran Kaur,simran229@gmail.com,Bluetooth Speaker,Electronics,2026-01-23,Credit Card,10356,Delivered,2026-02-02,Not Applicable,Mumbai
ORD1230,Neha Gupta,neha230@gmail.com,Laptop Backpack,Accessories,2026-02-11,Net Banking,5532,Shipped,2026-02-13,None,Jaipur
ORD1231,Rahul Sharma,rahul231@gmail.com,Wireless Earbuds,Electronics,2026-01-03,Credit Card,4802,Refund Initiated,N/A,Not Applicable,Hyderabad
ORD1232,Neha Gupta,neha232@gmail.com,Wireless Earbuds,Electronics,2026-02-04,Net Banking,14599,Shipped,2026-02-13,Not Requested,Hyderabad
ORD1233,Priya Verma,priya233@gmail.com,Laptop Backpack,Accessories,2026-02-06,Debit Card,3504,Refund Initiated,N/A,Not Applicable,Bangalore
ORD1234,Arjun Mehta,arjun234@gmail.com,Smart Watch,Electronics,2026-01-28,Debit Card,3689,Processing,2026-02-05,Pending Refund,Bangalore
ORD1235,Neha Gupta,neha235@gmail.com,Kurti Set,Fashion,2026-01-14,Credit Card,13989,Processing,2026-01-24,Not Applicable,Pune
ORD1236,Rahul Sharma,rahul236@gmail.com,Mobile Phone,Electronics,2026-01-11,Net Banking,4694,Delivered,2026-01-13,Pending Refund,Chandigarh
ORD1237,Neha Gupta,neha237@gmail.com,Wireless Earbuds,Electronics,2026-01-18,Credit Card,8598,Refund Initiated,N/A,Not Applicable,Delhi
ORD1238,Priya Verma,priya238@gmail.com,Mobile Phone,Electronics,2026-01-14,COD,4383,Cancelled,N/A,Not Requested,Pune
ORD1239,Neha Gupta,neha239@gmail.com,Smart Watch,Electronics,2026-02-02,Credit Card,8000,Cancelled,N/A,Pending Refund,Hyderabad
ORD1240,Priya Verma,priya240@gmail.com,Smart Watch,Electronics,2026-01-21,COD,9877,Processing,2026-01-27,Pending Refund,Mumbai
ORD1241,Karan Patel,karan241@gmail.com,Laptop Backpack,Accessories,2026-01-04,Debit Card,15108,Shipped,2026-01-13,Pending Refund,Chandigarh
ORD1242,Neha Gupta,neha242@gmail.com,Running Shoes,Fashion,2026-02-13,Net Banking,17862,Cancelled,N/A,Not Applicable,Jaipur
ORD1243,Karan Patel,karan243@gmail.com,Wireless Earbuds,Electronics,2026-01-01,Net Banking,12484,Delivered,2026-01-11,Completed,Hyderabad
ORD1244,Neha Gupta,neha244@gmail.com,Running Shoes,Fashion,2026-02-14,Credit Card,15027,Cancelled,N/A,None,Chandigarh
ORD1245,Priya Verma,priya245@gmail.com,Laptop Backpack,Accessories,2026-01-28,Net Banking,9041,Processing,2026-01-31,None,Jaipur
ORD1246,Karan Patel,karan246@gmail.com,Bluetooth Speaker,Electronics,2026-01-17,Credit Card,19486,Cancelled,N/A,Pending Refund,Mumbai
ORD1247,Priya Verma,priya247@gmail.com,Running Shoes,Fashion,2026-01-31,Credit Card,6344,Shipped,2026-02-04,Pending Refund,Chandigarh
ORD1248,Rahul Sharma,rahul248@gmail.com,Smart Watch,Electronics,2026-01-12,Credit Card,3315,Processing,2026-01-21,Not Requested,Hyderabad
ORD1249,Neha Gupta,neha249@gmail.com,Gaming Mouse,Electronics,2026-01-26,COD,9750,Refund Initiated,N/A,None,Delhi
ORD1250,Simran Kaur,simran250@gmail.com,Mobile Phone,Electronics,2026-01-17,Debit Card,8335,Shipped,2026-01-27,None,Bangalore
ORD1251,Arjun Mehta,arjun251@gmail.com,Kurti Set,Fashion,2026-01-02,Net Banking,11874,Refund Initiated,N/A,Not Requested,Bangalore
ORD1252,Simran Kaur,simran252@gmail.com,Laptop Backpack,Accessories,2026-01-05,Credit Card,5254,Delivered,2026-01-12,Not Requested,Pune
ORD1253,Neha Gupta,neha253@gmail.com,Wireless Earbuds,Electronics,2026-02-13,Debit Card,7284,Processing,2026-02-20,Pending Refund,Chandigarh
ORD1254,Karan Patel,karan254@gmail.com,Gaming Mouse,Electronics,2026-02-06,COD,15387,Processing,2026-02-10,Completed,Hyderabad
ORD1255,Simran Kaur,simran255@gmail.com,Laptop Backpack,Accessories,2026-02-07,COD,3317,Processing,2026-02-16,Not Requested,Hyderabad
ORD1256,Rahul Sharma,rahul256@gmail.com,Smart Watch,Electronics,2026-01-24,UPI,12307,Cancelled,N/A,Completed,Chandigarh
ORD1257,Karan Patel,karan257@gmail.com,Kurti Set,Fashion,2026-01-03,Debit Card,19615,Shipped,2026-01-13,Not Requested,Jaipur
ORD1258,Rahul Sharma,rahul258@gmail.com,Laptop Backpack,Accessories,2026-02-11,Net Banking,13689,Shipped,2026-02-16,Not Requested,Jaipur
ORD1259,Sneha Kapoor,sneha259@gmail.com,Bluetooth Speaker,Electronics,2026-01-06,Debit Card,8063,Shipped,2026-01-10,None,Pune
ORD1260,Rahul Sharma,rahul260@gmail.com,Mobile Phone,Electronics,2026-02-10,Debit Card,13996,Delivered,2026-02-13,None,Chandigarh
ORD1261,Simran Kaur,simran261@gmail.com,Smart Watch,Electronics,2026-01-02,COD,17009,Refund Initiated,N/A,Not Applicable,Mumbai
ORD1262,Rahul Sharma,rahul262@gmail.com,Laptop Backpack,Accessories,2026-02-03,UPI,14908,Cancelled,N/A,Pending Refund,Jaipur
ORD1263,Karan Patel,karan263@gmail.com,Bluetooth Speaker,Electronics,2026-02-04,COD,4891,Cancelled,N/A,None,Mumbai
ORD1264,Priya Verma,priya264@gmail.com,Gaming Mouse,Electronics,2026-01-08,Net Banking,1063,Shipped,2026-01-16,Not Applicable,Bangalore
ORD1265,Rahul Sharma,rahul265@gmail.com,Kurti Set,Fashion,2026-01-31,COD,7499,Shipped,2026-02-03,Pending Refund,Bangalore
ORD1266,Rahul Sharma,rahul266@gmail.com,Smart Watch,Electronics,2026-01-25,Debit Card,7583,Shipped,2026-02-01,Completed,Mumbai
ORD1267,Karan Patel,karan267@gmail.com,Mobile Phone,Electronics,2026-01-26,UPI,16566,Refund Initiated,N/A,Not Applicable,Hyderabad
ORD1268,Arjun Mehta,arjun268@gmail.com,Kurti Set,Fashion,2026-01-22,Net Banking,9538,Cancelled,N/A,Completed,Bangalore
ORD1269,Sneha Kapoor,sneha269@gmail.com,Mobile Phone,Electronics,2026-01-18,UPI,4247,Processing,2026-01-22,Pending Refund,Kolkata
ORD1270,Arjun Mehta,arjun270@gmail.com,Mobile Phone,Electronics,2026-01-07,COD,6322,Shipped,2026-01-10,Completed,Pune
ORD1271,Priya Verma,priya271@gmail.com,Mobile Phone,Electronics,2026-01-18,Net Banking,16434,Processing,2026-01-28,Completed,Bangalore
ORD1272,Arjun Mehta,arjun272@gmail.com,Wireless Earbuds,Electronics,2026-02-03,COD,7896,Processing,2026-02-07,None,Chandigarh
ORD1273,Sneha Kapoor,sneha273@gmail.com,Laptop Backpack,Accessories,2026-01-28,Credit Card,5764,Refund Initiated,N/A,Pending Refund,Bangalore
ORD1274,Rahul Sharma,rahul274@gmail.com,Gaming Mouse,Electronics,2026-01-25,UPI,15577,Processing,2026-02-03,Completed,Pune
ORD1275,Simran Kaur,simran275@gmail.com,Running Shoes,Fashion,2026-01-31,UPI,6618,Refund Initiated,N/A,Completed,Delhi
ORD1276,Rahul Sharma,rahul276@gmail.com,Smart Watch,Electronics,2026-01-11,UPI,7902,Cancelled,N/A,None,Kolkata
ORD1277,Karan Patel,karan277@gmail.com,Smart Watch,Electronics,2026-01-09,Credit Card,11134,Refund Initiated,N/A,Pending Refund,Kolkata
ORD1278,Simran Kaur,simran278@gmail.com,Bluetooth Speaker,Electronics,2026-01-19,UPI,12665,Refund Initiated,N/A,Pending Refund,Kolkata
ORD1279,Sneha Kapoor,sneha279@gmail.com,Wireless Earbuds,Electronics,2026-01-15,Debit Card,611,Processing,2026-01-20,Completed,Delhi
ORD1280,Neha Gupta,neha280@gmail.com,Smart Watch,Electronics,2026-01-31,UPI,10910,Processing,2026-02-09,Pending Refund,Hyderabad
ORD1281,Sneha Kapoor,sneha281@gmail.com,Laptop Backpack,Accessories,2026-01-10,Net Banking,18039,Delivered,2026-01-12,Not Applicable,Bangalore
ORD1282,Rahul Sharma,rahul282@gmail.com,Wireless Earbuds,Electronics,2026-02-01,COD,16572,Cancelled,N/A,Not Requested,Kolkata
ORD1283,Karan Patel,karan283@gmail.com,Smart Watch,Electronics,2026-02-11,Credit Card,18655,Processing,2026-02-19,Completed,Jaipur
ORD1284,Priya Verma,priya284@gmail.com,Kurti Set,Fashion,2026-01-25,Net Banking,16068,Delivered,2026-01-29,Not Requested,Delhi
ORD1285,Sneha Kapoor,sneha285@gmail.com,Smart Watch,Electronics,2026-01-30,Debit Card,5356,Processing,2026-02-04,Not Requested,Kolkata
ORD1286,Neha Gupta,neha286@gmail.com,Bluetooth Speaker,Electronics,2026-01-26,COD,896,Delivered,2026-01-30,Pending Refund,Kolkata
ORD1287,Neha Gupta,neha287@gmail.com,Laptop Backpack,Accessories,2026-02-03,COD,14732,Shipped,2026-02-11,None,Bangalore
ORD1288,Sneha Kapoor,sneha288@gmail.com,Kurti Set,Fashion,2026-01-25,UPI,17296,Delivered,2026-02-01,None,Jaipur
ORD1289,Neha Gupta,neha289@gmail.com,Smart Watch,Electronics,2026-01-19,Net Banking,16638,Refund Initiated,N/A,None,Kolkata
ORD1290,Arjun Mehta,arjun290@gmail.com,Mobile Phone,Electronics,2026-01-10,Net Banking,2298,Shipped,2026-01-17,Not Requested,Pune
ORD1291,Neha Gupta,neha291@gmail.com,Smart Watch,Electronics,2026-01-02,Credit Card,6181,Shipped,2026-01-04,None,Pune
ORD1292,Rahul Sharma,rahul292@gmail.com,Running Shoes,Fashion,2026-02-14,Net Banking,18349,Cancelled,N/A,Not Requested,Kolkata
ORD1293,Amit Singh,amit293@gmail.com,Running Shoes,Fashion,2026-02-09,UPI,8142,Cancelled,N/A,Not Applicable,Mumbai
ORD1294,Simran Kaur,simran294@gmail.com,Running Shoes,Fashion,2026-01-06,Debit Card,3420,Refund Initiated,N/A,Not Requested,Delhi
ORD1295,Karan Patel,karan295@gmail.com,Wireless Earbuds,Electronics,2026-01-01,UPI,14506,Cancelled,N/A,Not Requested,Hyderabad
ORD1296,Simran Kaur,simran296@gmail.com,Smart Watch,Electronics,2026-01-11,COD,3550,Cancelled,N/A,Not Requested,Hyderabad
ORD1297,Arjun Mehta,arjun297@gmail.com,Smart Watch,Electronics,2026-01-08,Net Banking,14112,Processing,2026-01-11,Not Applicable,Bangalore
ORD1298,Neha Gupta,neha298@gmail.com,Smart Watch,Electronics,2026-02-02,COD,6268,Cancelled,N/A,Completed,Mumbai
ORD1299,Arjun Mehta,arjun299@gmail.com,Mobile Phone,Electronics,2026-01-23,UPI,3705,Delivered,2026-01-27,None,Bangalore
ORD1300,Simran Kaur,simran300@gmail.com,Laptop Backpack,Accessories,2026-01-09,Debit Card,18970,Delivered,2026-01-12,Not Requested,Bangalore
ORD1301,Priya Verma,priya301@gmail.com,Mobile Phone,Electronics,2026-01-22,COD,10674,Shipped,2026-02-01,Not Requested,Mumbai
ORD1302,Simran Kaur,simran302@gmail.com,Laptop Backpack,Accessories,2026-02-08,Debit Card,18999,Processing,2026-02-18,Pending Refund,Bangalore
ORD1303,Neha Gupta,neha303@gmail.com,Smart Watch,Electronics,2026-02-11,Net Banking,19172,Processing,2026-02-16,Completed,Chandigarh
ORD1304,Karan Patel,karan304@gmail.com,Mobile Phone,Electronics,2026-01-21,Net Banking,3364,Delivered,2026-01-31,Pending Refund,Delhi
ORD1305,Simran Kaur,simran305@gmail.com,Laptop Backpack,Accessories,2026-01-04,Debit Card,13375,Refund Initiated,N/A,Not Requested,Jaipur
ORD1306,Sneha Kapoor,sneha306@gmail.com,Wireless Earbuds,Electronics,2026-01-06,UPI,14629,Refund Initiated,N/A,Completed,Bangalore
ORD1307,Simran Kaur,simran307@gmail.com,Mobile Phone,Electronics,2026-02-09,COD,13702,Processing,2026-02-12,Pending Refund,Chandigarh
ORD1308,Arjun Mehta,arjun308@gmail.com,Kurti Set,Fashion,2026-01-29,Credit Card,16968,Delivered,2026-02-02,Completed,Delhi
ORD1309,Rahul Sharma,rahul309@gmail.com,Mobile Phone,Electronics,2026-01-22,UPI,12296,Cancelled,N/A,Completed,Pune
ORD1310,Rahul Sharma,rahul310@gmail.com,Kurti Set,Fashion,2026-01-24,Net Banking,7995,Shipped,2026-01-29,Completed,Pune
ORD1311,Amit Singh,amit311@gmail.com,Wireless Earbuds,Electronics,2026-01-09,Debit Card,9858,Delivered,2026-01-17,Completed,Bangalore
ORD1312,Karan Patel,karan312@gmail.com,Kurti Set,Fashion,2026-01-24,Net Banking,4287,Delivered,2026-02-01,Completed,Bangalore
ORD1313,Sneha Kapoor,sneha313@gmail.com,Kurti Set,Fashion,2026-02-01,Net Banking,559,Refund Initiated,N/A,Not Requested,Chandigarh
ORD1314,Priya Verma,priya314@gmail.com,Mobile Phone,Electronics,2026-01-19,COD,17214,Refund Initiated,N/A,Not Requested,Chandigarh
ORD1315,Amit Singh,amit315@gmail.com,Mobile Phone,Electronics,2026-01-09,COD,18405,Delivered,2026-01-11,Not Requested,Mumbai
ORD1316,Karan Patel,karan316@gmail.com,Running Shoes,Fashion,2026-01-23,COD,3633,Processing,2026-02-02,Not Requested,Mumbai
ORD1317,Amit Singh,amit317@gmail.com,Mobile Phone,Electronics,2026-01-29,UPI,7034,Processing,2026-02-01,None,Chandigarh
ORD1318,Priya Verma,priya318@gmail.com,Running Shoes,Fashion,2026-02-05,COD,6564,Processing,2026-02-09,Completed,Bangalore
ORD1319,Priya Verma,priya319@gmail.com,Mobile Phone,Electronics,2026-01-11,Debit Card,3043,Shipped,2026-01-17,Not Applicable,Mumbai
ORD1320,Sneha Kapoor,sneha320@gmail.com,Mobile Phone,Electronics,2026-01-02,Net Banking,17644,Delivered,2026-01-08,Not Requested,Bangalore
ORD1321,Neha Gupta,neha321@gmail.com,Laptop Backpack,Accessories,2026-02-09,COD,18921,Processing,2026-02-14,Completed,Chandigarh
ORD1322,Sneha Kapoor,sneha322@gmail.com,Laptop Backpack,Accessories,2026-01-28,UPI,18467,Cancelled,N/A,None,Pune
ORD1323,Rahul Sharma,rahul323@gmail.com,Running Shoes,Fashion,2026-01-02,Net Banking,10063,Cancelled,N/A,Pending Refund,Mumbai
ORD1324,Amit Singh,amit324@gmail.com,Gaming Mouse,Electronics,2026-02-05,Net Banking,9953,Shipped,2026-02-12,Not Applicable,Bangalore
ORD1325,Priya Verma,priya325@gmail.com,Bluetooth Speaker,Electronics,2026-01-08,UPI,4551,Cancelled,N/A,Not Applicable,Hyderabad
ORD1326,Neha Gupta,neha326@gmail.com,Laptop Backpack,Accessories,2026-01-03,Debit Card,7477,Delivered,2026-01-08,Completed,Kolkata
ORD1327,Neha Gupta,neha327@gmail.com,Bluetooth Speaker,Electronics,2026-02-14,UPI,15491,Delivered,2026-02-19,Not Applicable,Kolkata
ORD1328,Neha Gupta,neha328@gmail.com,Kurti Set,Fashion,2026-02-07,Credit Card,13806,Processing,2026-02-15,Completed,Delhi
ORD1329,Karan Patel,karan329@gmail.com,Kurti Set,Fashion,2026-02-02,Debit Card,5109,Shipped,2026-02-06,Not Requested,Jaipur
ORD1330,Simran Kaur,simran330@gmail.com,Mobile Phone,Electronics,2026-02-06,COD,6515,Refund Initiated,N/A,Not Applicable,Jaipur
ORD1331,Neha Gupta,neha331@gmail.com,Running Shoes,Fashion,2026-01-06,Credit Card,2555,Cancelled,N/A,Not Requested,Pune
ORD1332,Neha Gupta,neha332@gmail.com,Running Shoes,Fashion,2026-01-12,Net Banking,11734,Refund Initiated,N/A,Completed,Kolkata
ORD1333,Simran Kaur,simran333@gmail.com,Mobile Phone,Electronics,2026-01-03,Debit Card,17743,Shipped,2026-01-05,Pending Refund,Jaipur
ORD1334,Amit Singh,amit334@gmail.com,Smart Watch,Electronics,2026-01-06,Credit Card,6743,Delivered,2026-01-10,Not Applicable,Jaipur
ORD1335,Karan Patel,karan335@gmail.com,Gaming Mouse,Electronics,2026-01-27,Debit Card,1376,Refund Initiated,N/A,Completed,Chandigarh
ORD1336,Neha Gupta,neha336@gmail.com,Gaming Mouse,Electronics,2026-01-27,Net Banking,18862,Shipped,2026-02-04,Not Requested,Delhi
ORD1337,Arjun Mehta,arjun337@gmail.com,Kurti Set,Fashion,2026-01-05,Debit Card,17729,Delivered,2026-01-15,None,Pune
ORD1338,Rahul Sharma,rahul338@gmail.com,Laptop Backpack,Accessories,2026-01-26,Debit Card,6833,Processing,2026-02-03,Completed,Chandigarh
ORD1339,Rahul Sharma,rahul339@gmail.com,Smart Watch,Electronics,2026-01-25,Debit Card,9472,Shipped,2026-02-01,Not Requested,Delhi
ORD1340,Karan Patel,karan340@gmail.com,Laptop Backpack,Accessories,2026-01-02,Net Banking,18940,Delivered,2026-01-11,Completed,Jaipur
ORD1341,Arjun Mehta,arjun341@gmail.com,Smart Watch,Electronics,2026-01-31,Credit Card,3177,Cancelled,N/A,Completed,Hyderabad
ORD1342,Rahul Sharma,rahul342@gmail.com,Gaming Mouse,Electronics,2026-01-17,COD,9315,Cancelled,N/A,Pending Refund,Kolkata
ORD1343,Karan Patel,karan343@gmail.com,Laptop Backpack,Accessories,2026-01-14,Credit Card,729,Shipped,2026-01-24,Completed,Hyderabad
ORD1344,Sneha Kapoor,sneha344@gmail.com,Kurti Set,Fashion,2026-02-05,COD,9660,Processing,2026-02-07,Completed,Jaipur
ORD1345,Arjun Mehta,arjun345@gmail.com,Running Shoes,Fashion,2026-02-05,Credit Card,12082,Delivered,2026-02-09,Completed,Mumbai
ORD1346,Amit Singh,amit346@gmail.com,Running Shoes,Fashion,2026-01-03,Net Banking,14311,Delivered,2026-01-10,Not Requested,Delhi
ORD1347,Priya Verma,priya347@gmail.com,Wireless Earbuds,Electronics,2026-01-09,Net Banking,11259,Cancelled,N/A,Completed,Hyderabad
ORD1348,Priya Verma,priya348@gmail.com,Mobile Phone,Electronics,2026-01-20,UPI,6277,Shipped,2026-01-29,Pending Refund,Pune
ORD1349,Rahul Sharma,rahul349@gmail.com,Kurti Set,Fashion,2026-02-10,UPI,16421,Refund Initiated,N/A,None,Chandigarh
ORD1350,Karan Patel,karan350@gmail.com,Running Shoes,Fashion,2026-01-15,COD,4333,Shipped,2026-01-21,Not Applicable,Kolkata
ORD1351,Rahul Sharma,rahul351@gmail.com,Gaming Mouse,Electronics,2026-01-05,UPI,11908,Delivered,2026-01-13,None,Kolkata
ORD1352,Simran Kaur,simran352@gmail.com,Laptop Backpack,Accessories,2026-01-03,Credit Card,1284,Processing,2026-01-10,Not Applicable,Kolkata
ORD1353,Arjun Mehta,arjun353@gmail.com,Kurti Set,Fashion,2026-02-14,Net Banking,3079,Shipped,2026-02-24,Not Applicable,Jaipur
ORD1354,Priya Verma,priya354@gmail.com,Running Shoes,Fashion,2026-01-10,UPI,17236,Shipped,2026-01-16,Completed,Jaipur
ORD1355,Arjun Mehta,arjun355@gmail.com,Laptop Backpack,Accessories,2026-01-27,Debit Card,8749,Shipped,2026-02-01,None,Jaipur
ORD1356,Arjun Mehta,arjun356@gmail.com,Smart Watch,Electronics,2026-01-16,UPI,7088,Refund Initiated,N/A,Not Requested,Kolkata
ORD1357,Arjun Mehta,arjun357@gmail.com,Bluetooth Speaker,Electronics,2026-02-04,Debit Card,10217,Processing,2026-02-11,Pending Refund,Jaipur
ORD1358,Simran Kaur,simran358@gmail.com,Running Shoes,Fashion,2026-01-14,Net Banking,1525,Processing,2026-01-16,None,Kolkata
ORD1359,Simran Kaur,simran359@gmail.com,Mobile Phone,Electronics,2026-02-04,Net Banking,13179,Shipped,2026-02-13,None,Delhi
ORD1360,Priya Verma,priya360@gmail.com,Kurti Set,Fashion,2026-01-05,Debit Card,19133,Cancelled,N/A,None,Delhi
ORD1361,Neha Gupta,neha361@gmail.com,Kurti Set,Fashion,2026-01-12,UPI,14417,Processing,2026-01-19,Not Applicable,Bangalore
ORD1362,Arjun Mehta,arjun362@gmail.com,Bluetooth Speaker,Electronics,2026-01-21,COD,4220,Refund Initiated,N/A,Pending Refund,Jaipur
ORD1363,Arjun Mehta,arjun363@gmail.com,Wireless Earbuds,Electronics,2026-01-19,Credit Card,15684,Processing,2026-01-24,Not Requested,Kolkata
ORD1364,Arjun Mehta,arjun364@gmail.com,Smart Watch,Electronics,2026-01-30,Debit Card,1043,Cancelled,N/A,Not Requested,Delhi
ORD1365,Simran Kaur,simran365@gmail.com,Mobile Phone,Electronics,2026-01-25,Debit Card,8759,Refund Initiated,N/A,None,Delhi
ORD1366,Neha Gupta,neha366@gmail.com,Kurti Set,Fashion,2026-02-06,UPI,13793,Cancelled,N/A,Completed,Bangalore
ORD1367,Priya Verma,priya367@gmail.com,Kurti Set,Fashion,2026-02-06,Net Banking,5846,Delivered,2026-02-10,None,Delhi
ORD1368,Neha Gupta,neha368@gmail.com,Bluetooth Speaker,Electronics,2026-01-10,COD,13643,Delivered,2026-01-20,Completed,Chandigarh
